ID_ATIV_ECON_ESTABELECIMENTO,DESCRICAO_CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,NOME_LOGRADOURO,NUMERO_IMOVEL,COMPLEMENTO,NOME_BAIRRO,NOME,NOME_FANTASIA,GEOMETRIA,CDB2025_Participante
223057,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-07-2019,NÃO,ALBERTO MARTINS,95,,JAQUELINE,VIVIANE INHANQUE MARTINS MOREIRA 05856431642,QUINTAL DAS MENINAS,POINT (-43.94509772 -19.80272794),Não
221800,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",19-06-2019,NÃO,CENTRAL,699,LOJA B,COPACABANA,LUCIENE DE JESUS SANTOS 05895968619,Central Lanches Espeteria,POINT (-43.98780409 -19.83426499),Não
223431,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",05-07-2019,NÃO,SETE,235,LOJA,VISTA DO SOL,GILDASIO RODRIGUES MOURA 03953533606,BAR PAIS E FILHOS,POINT (-43.89200893 -19.84744026),Não
221817,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",19-06-2019,NÃO,PORTUGAL,4075,LOJA 2,ITAPOA,ADRIANA AUGUSTA BATISTA 06809724630,MADRI,POINT (-43.96434719 -19.84227146),Não
221191,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",13-06-2019,NÃO,DOZE DE MAIO,55,,ALPES,MARLENE VIEIRA DA SILVA 02692158679,BAR DA MARLENE,POINT (-43.96591455 -19.95239889),Não
221510,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",17-06-2019,NÃO,AVAI,27,,GLORIA,33.951.189 MARLITO RODRIGUES PEREIRA,BAR DOS AMIGOS SDC,POINT (-44.00321545 -19.91344092),Não
220265,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",05-06-2019,NÃO,ETEL NOGUEIRA DE SA,182,,NOVO OURO PRETO,WILLIAM MARCELO DANIEL 03220550673,Churrasquinho do IKA,POINT (-43.98349854 -19.88329630),Não
272282,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",05-10-2020,SIM,HENRIQUE BADARO PORTUGAL,303,LOJA 16,BURITIS,ALLEGRIA RESTAURANTE COMERCIAL LTDA,ALLEGRIA,POINT (-43.97587663 -19.97360068),Não
66340,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",03-05-2012,SIM,DOUTOR RIBEIRO PENA,120,,BAIRRO DAS INDUSTRIAS I,ALL RIGHT ROCK BAR LTDA,ED SOM INSTRUMENTOS MUSICAIS E ACESSORIOS,POINT (-44.01181850 -19.95641500),Não
64333,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",23-02-2012,SIM,PROFESSOR MARIO WERNECK,520,,ESTORIL,PRACA DOS AMORES ALTO BURITIS LTDA.,,POINT (-43.95765958 -19.96814128),Não
154034,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",09-02-2017,SIM,WILSON ROCHA LIMA,137,SALA 501,ESTORIL,ROOFTOP BAR LTDA,ROOFTOP,POINT (-43.95541914 -19.97009921),Não
207593,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",06-02-2019,SIM,SINFRONIO BROCHADO,1445,,BARREIRO,OSVALDO DE ANDRADE RAMOS JUNIOR,PRAIANUS BAR,POINT (-44.02607478 -19.97834585),Não
204699,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-01-2019,SIM,ITAPETININGA,860,CONJ Loja,BRASIL INDUSTRIAL,MARCO AURELIO LEITE 03614206688,SR'ROCKBAR,POINT (-44.01336461 -20.00296681),Não
207391,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",04-02-2019,NÃO,RENASCENCA,111,,RENASCENCA,32.657.917 CLEBER PAULO GOMES DE JESUS,OBJETORIA,POINT (-43.93637095 -19.88789601),Não
360386,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",05-08-2022,NÃO,FLEMING,926,,OURO PRETO,GABRIELA REIS DOS SANTOS 06703072540,,POINT (-43.98461071 -19.86608292),Não
355972,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",06-07-2022,NÃO,SAO GERALDO,205,,CABANA DO PAI TOMAS,CLAUDIO MARQUES ROLIM 05396448628,ZENA DISTRIBUIDORA DE BEBIDAS,POINT (-43.99923533 -19.94786697),Não
356912,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",13-07-2022,NÃO,DOS ENGENHEIROS,277,LOJA 09,MANACAS,DAYANE CRISTINA DURANTE PACHECO 43536668860,NOITE EM DUBAI,POINT (-43.99555813 -19.89278765),Não
416376,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",23-08-2023,SIM,CONSUL ANTONIO CADAR,122,"LOJA: 37 ,LOJA: 2",SAO BENTO,RR COMERCIO E REPRESENTACAO COMERCIAL LTDA,,POINT (-43.95035031 -19.95516984),Não
417003,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",24-08-2023,NÃO,GRAO MOGOL,1176,,SION,51.945.299 EDVARDES FERREIRA GODOY,,POINT (-43.93496757 -19.95079927),Não
414800,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",12-08-2023,NÃO,NAIR PENTAGNA GUIMARAES,200,LOJA S,HELIOPOLIS,51.788.568 ROSANA KATIA MOREIRA ALVES,BAR E RESTAURANTE DA ROSANA,POINT (-43.93796827 -19.84119381),Não
417024,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",28-08-2023,NÃO,ALAIR PEREIRA DA SILVA,215,,CONJUNTO TAQUARIL,51.968.963 WAGNER DE JESUS FURTADO DA SILVA,DEGUSTA PETISQUEIRA,POINT (-43.88023150 -19.91945449),Não
415486,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",17-08-2023,SIM,SAO PAULO,1735,,LOURDES,PARADOX BAR E ENTRETENIMENTO LTDA,DEDALOS BAR BH,POINT (-43.94255282 -19.92878365),Não
418690,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",05-09-2023,SIM,DAMASCO,361,LOJA,GLORIA,52.085.888 ADRIANA ROBERTA DE MORAES DOS SANTOS,,POINT (-44.01310808 -19.89890562),Não
416470,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",23-08-2023,SIM,ANEL RODOVIARIO CELSO MELLO AZEVEDO,66,ANEXO: 1,BELVEDERE,ESPIRITO DA TERRA DISTANTE BH LTDA,,POINT (-43.96119296 -19.99743396),Não
417432,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",29-08-2023,NÃO,LEONIL PRATA,688,,ALIPIO DE MELO,CABANA 77 LTDA,CABANA 77,POINT (-44.00130584 -19.89355297),Não
417756,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",30-08-2023,NÃO,JACUI,3822,,IPIRANGA,52.020.291 MARIA ELENA VALENCIA ARROYAVE,EL VALENCIA STUDIO,POINT (-43.93191294 -19.88061844),Não
419048,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",08-09-2023,NÃO,PADRE JOAO LIBANIO,90,,JARDIM VITORIA,52.114.011 MARIA JOSE GONCALVES,MARY MERCEARIA E BAR,POINT (-43.88051491 -19.84672497),Não
415547,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",17-08-2023,NÃO,SANTA CECILIA,912,CASA A,VILA VISTA ALEGRE,51.853.262 ODERLI DE SOUZA FERREIRA,BAR DO PIU,POINT (-43.99067295 -19.95442204),Não
418409,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",04-09-2023,SIM,MARMORE,644,,SANTA TEREZA,ANDALUZ CASA DE FESTAS - LTDA,ANDALUZ CLUB,POINT (-43.91651232 -19.91680012),Não
269759,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",16-09-2020,NÃO,DOUTOR WILSON GETULIO,319,,SERRANO,LAURO DO ESPIRITO SANTO COSTA JUNIOR 63393441604,BURACO DO RATO,POINT (-44.01156291 -19.88666037),Não
270072,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",17-09-2020,NÃO,OTAVIANO FABRI,120,CONJ,ERMELINDA,LUIZ HENRIQUE DOS SANTOS 13101011671,HENRIQUE OLIVEIRA GARCOM,POINT (-43.96057187 -19.88366389),Não
270725,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",23-09-2020,NÃO,ITAITUBA,355,LOJA,BOA VISTA,ANDRE NOGUEIRA FERREIRA DA SILVA 01492377660,BARRILDEU,POINT (-43.90263562 -19.89671178),Não
271037,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",24-09-2020,NÃO,EUDOXIA LUIZA DA COSTA,270,CONJ DO ONIBUS 1505R,JARDIM FELICIDADE,JORGE ANTONIO DE SOUZA 95724966620,BEBIDAS,POINT (-43.92659690 -19.82923142),Não
271677,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",30-09-2020,NÃO,MINUETO,32,,SANTA AMELIA,39.253.263 HORTENCIA GIOVANNA GAIOTTI,STUDIO HORTENCIA GAIOTTI,POINT (-43.97178280 -19.83027853),Não
270748,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",23-09-2020,NÃO,JAQUES ROBERTO,180,,SAO MARCOS,VICENTE DE PAULA MARQUES 79117805600,BAR DO VICENTE,POINT (-43.91136522 -19.86955449),Não
271702,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",30-09-2020,SIM,DEPUTADO ANUAR MENHEN,231,LOJA 1 LOJA 2 LOJA 3 LOJA 4,SANTA AMELIA,BAR PAMPULHA LTDA,BAR DO DEDINHO,POINT (-43.97424452 -19.84127599),Não
272028,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-10-2020,NÃO,GERALDO FERREIRA TELES,210,,MANTIQUEIRA,QUIONE FRANCINA CAMPOS LOPES 01707199604,QVM ESPETERIA,POINT (-43.98590203 -19.79616269),Não
201430,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",26-11-2018,SIM,DOS ENGENHEIROS,1071,,ALIPIO DE MELO,BARRIGUDINHA BUTECO LTDA,BARRIGUDINHA,POINT (-44.00268652 -19.88871647),Sim
201753,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",29-11-2018,NÃO,DAS OFICINAS,686,,ESPLANADA,32.134.953 JACQUELINE PAZINI,JACK' S BAR E MERCEARIA,POINT (-43.90636308 -19.90759821),Não
201125,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",22-11-2018,NÃO,AMANDA,59,,BETANIA,32.075.294 YURI KELVEN DOS REIS LIMA,59 BURG,POINT (-43.98981243 -19.95898737),Não
202458,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",07-12-2018,NÃO,AURORA CORROTTI FLECHA,26,,CEU AZUL,MAICON DA SILVA NASCIMENTO 07734451616,,POINT (-44.00645781 -19.82513686),Não
359777,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-08-2022,SIM,JOSE RODRIGUES PEREIRA,640,,ESTORIL,PLAYBAR LTDA,,POINT (-43.95930628 -19.96865088),Não
279233,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-12-2020,NÃO,CONEGO TRINDADE,1390,LOJA - ESQUINA RUA SAO JOAO BATISTA DO GLORIA,PIRATININGA,39.983.117 MARIA DE FATIMA SILVA DE MATTOS,PARADA OBRIGATORIA CHOPP E ESPETINHO,POINT (-43.99110573 -19.82009056),Não
275713,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",04-11-2020,SIM,SANTA TEREZINHA,1211,LOJA 1205 1207 1209 1213 LOJA 1215 1217 1219,SANTA TEREZINHA,CERVEJARIA DA20 BIER LTDA,DA20 BIER,POINT (-44.00710176 -19.87426695),Não
277311,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",17-11-2020,SIM,ALAGOAS,925,,SAVASSI,ESPACO LOC.1068 LTDA,,POINT (-43.93604436 -19.93526884),Não
278277,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",24-11-2020,NÃO,WALDOMIRO LOBO,2260,,HELIOPOLIS,MARTA SILVA DOS SANTOS 00404787690,K-BANAS BAR,POINT (-43.93739174 -19.84701574),Não
278581,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",26-11-2020,NÃO,PEQUERI,100,,SANTA TEREZINHA,JOAO PEDRO LAGE DE JESUS 12319065610,JP BARTENDER'S,POINT (-44.00586356 -19.87249012),Não
278589,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",26-11-2020,SIM,MAJOR LOPES,7,LOJA 01,SAO PEDRO,ESPETERIA CRISTOVAO COLOMBO LTDA,BOI MAJOR,POINT (-43.93767250 -19.94117888),Não
277969,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",23-11-2020,SIM,DAS CANARIAS,50,,SANTA BRANCA,VARANDINHA PUB LTDA,VARANDINHA PUB,POINT (-43.96792806 -19.84045959),Não
275437,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",01-11-2020,NÃO,JOAQUIM DE PAULA,688,LOJA A,INCONFIDENCIA,MARCOS ANTONIO NUNES SOARES 37825429672,BAR DO MARQUINHO,POINT (-43.99885301 -19.90332244),Não
275755,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",04-11-2020,NÃO,DOIS,62,,OLHOS D'AGUA,SANDRO RONALDO ELIAS ROSA 65720814604,BAR DO SANDRO,POINT (-43.96319726 -19.99496553),Não
277036,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",16-11-2020,NÃO,DOS GUAJAJARAS,739,LOJA B,LOURDES,39.792.286 JAIRO ULISSES GUIMARAES,PLAYERS CORP,POINT (-43.94085516 -19.92519482),Não
278305,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",25-11-2020,NÃO,JOSE MARIA RODRIGUES,463,CXPST 2,LAGOA,ELENICE GONCALVES DA SILVA CABRAL 05970126608,,POINT (-44.00029274 -19.80843345),Não
276103,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",06-11-2020,NÃO,FLOR DE MAIO,81,,NOSSA SENHORA DE FATIMA,WENDEL ROCHA DA SILVA 06498718633,BAR E MERCEARIA PRIMO,POINT (-43.90783410 -19.94096594),Não
276729,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",12-11-2020,NÃO,TRINTA E QUATRO,66,CONJ,JARDIM FELICIDADE,BARBARA RAPHAELA DA SILVA CARDOSO DIAS 11401595693,DAMA BIER,POINT (-43.92589529 -19.82678894),Não
276428,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-11-2020,NÃO,DAS AMENDOEIRAS,257,,MARAJO,39.735.153 PEDRO HENRIQUE DE MIRANDA PEREIRA,1999 HAMBURGUERIA ARTESANAL,POINT (-43.98117035 -19.95681425),Não
279322,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-12-2020,NÃO,NARCISA PEREIRA,249,,CONJUNTO JATOBA,MARIA DE LOURDES DE JESUS 73758370663,MORENAS BAR,POINT (-44.04015956 -20.00506146),Não
276768,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",12-11-2020,SIM,DOS CANOEIROS,311,GALPAOA,SANTA MONICA,CHOPERIA E HAMBURGERIA DU PADRIN LTDA,CHOPERIA E HAMBURGERIA DU PADRIN,POINT (-43.97646978 -19.82907517),Não
279343,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-12-2020,NÃO,SALVIA,1016,CONJ,FREI LEOPOLDO,CRISTINA TEIXEIRA DA SILVA 07633067624,BAR RESTAURANTE TEIXEIRA,POINT (-43.93888623 -19.80387438),Não
276146,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",08-11-2020,NÃO,G,31,,CONJUNTO MINASCAIXA,WALLACE FERNANDES DE LANA 09368653690,ESPETERIA DOS AMIGOS,POINT (-43.95814869 -19.80472325),Não
278396,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",25-11-2020,NÃO,FLOR DAS ALMAS,234,LOJA,JARDIM ALVORADA,LUCAS HELENO LOPES DOS SANTOS 01888220627,BAR DO AMIGO,POINT (-43.98761527 -19.89966228),Não
68158,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",14-09-2017,NÃO,DOUTOR FERNANDO SCARPELLI,15,LOJA 08,CASTELO,ANDREIA FLAVIA DOS ANJOS 04849270603,,POINT (-44.00198870 -19.88890827),Não
510675,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-01-2025,NÃO,PROFESSOR CRISTOVAM DOS SANTOS,185,LOJA: 01,BELVEDERE,ONEVES EVENTOS E CENTRO ESPORTIVO LTDA,,POINT (-43.93561754 -19.97158324),Não
511686,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",14-01-2025,NÃO,MANJERICAO,309,,LINDEIA,58.837.483 GEOVANE JOSE DOS SANTOS,,POINT (-44.04742340 -19.97375597),Não
513045,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",16-01-2025,NÃO,SENADOR LIMA GUIMARAES,133,,ESTORIL,58.928.647 REGINA PINTO CORREA,,POINT (-43.96094788 -19.96808837),Não
514704,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",22-01-2025,NÃO,DO CERCADINHO,2396,,VENTOSA,59.022.773 WASCHINGTON DE OLIVEIRA BITENCOURT FERREIRA,,POINT (-43.97208938 -19.95369042),Não
510815,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-01-2025,SIM,JOSE BENEVIDES DA SILVEIRA,390,,LETICIA,VITOR MANOEL EFIGENIO FERREIRA,PONTAPE BHAR E DRINKERIA,POINT (-43.98125044 -19.80846619),Não
511485,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",13-01-2025,NÃO,DOS COMANCHES,175,,SANTA MONICA,58.822.342 CLAUDINEIA DE SOUZA DUARTE,,POINT (-43.97933560 -19.83200705),Não
512453,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",15-01-2025,NÃO,SAO PAULO,656,LOJA 55B,CENTRO,58.891.223 JOSE CARLOS DE OLIVEIRA,,POINT (-43.94017810 -19.91932742),Não
153519,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",02-02-2017,NÃO,CONDE DE SARZEDAS,125,,NOVA CACHOEIRINHA,ALEXANDRE BERNARDO DE ALMEIDA 72471050620,ESPETINHO DO PAULAO,POINT (-43.95799604 -19.88528067),Sim
153796,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",07-02-2017,SIM,SAPUCAI,523,,FLORESTA,BOTEQUIM DA SAPUCAI LTDA,BOTEQUIM DA SAPUCAI,POINT (-43.93278092 -19.91833037),Não
267489,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",27-08-2020,NÃO,MANHUMIRIM,908,CASA A,CAICARAS,MAURICIO ALEXANDER DE OLIVEIRA 72799293620,SENHOR DA CARNE ESPETERIA,POINT (-43.97040832 -19.91022996),Não
265601,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",12-08-2020,NÃO,SANTA EDWIGES,285,,SAO MARCOS,38.055.995 SANDERSON DIEGO RODRIGUES MAIA,IRMAOS MAIA,POINT (-43.91256567 -19.86861092),Não
269130,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-09-2020,SIM,BRIGADEIRO EDUARDO GOMES,1745,,GLORIA,VANESSA CRISTINA PEREIRA DE MORAIS 31976422876,ESPETERIA DU PAIZAO,POINT (-44.00770998 -19.90001492),Não
269421,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",14-09-2020,NÃO,OTACILIO NEGRAO DE LIMA,2070,,SAO LUIZ,MARIA DE FATIMA MENDES 18141579649,LAND VIBE EXPERIENCE,POINT (-43.97613159 -19.85898104),Não
265343,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-08-2020,NÃO,SENADOR LEVINDO COELHO,2530,LOJA,VALE DO JATOBA,ZACARIAS JOSE DA SILVA NETO 37772643691,ZACARIAS BAR,POINT (-44.03400355 -20.00915036),Não
269165,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-09-2020,NÃO,PEDRA DO MAR,645,LOJA,LETICIA,NILTON SAFAR NASCIMENTO 04594504680,SAFARI BHAR & BURGUERIA,POINT (-43.98224140 -19.81052811),Não
266022,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",14-08-2020,NÃO,DIOGO DE SOUZA,385,,VILA FORMOSA,JORGE SILVA CAMPOS 03204150666,BAR DO CAMPOS,POINT (-44.02974210 -19.99731634),Não
265098,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",06-08-2020,NÃO,VESTA,773,CASA 3,OESTE,38.003.062 SHIRLEY LINS DE ALENCAR FERREIRA COSTA E LIMA,RESTAURANTE E LANCHONETE SABOREAR,POINT (-44.00279236 -19.93456440),Não
265102,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",06-08-2020,NÃO,FURQUIM WERNECK,935,,TUPI A,REINALDO DIAS DE CASTRO 03515899618,BAR COPO SUJO,POINT (-43.92086639 -19.83618375),Não
265409,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",10-08-2020,NÃO,DONA SENHORINHA,331,CONJ,BOA VISTA,RENATO JURACY DE ANDRADE 86992260634,BAR CASA GRANDE,POINT (-43.90329579 -19.89299186),Não
266032,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",14-08-2020,SIM,RIO DE JANEIRO,1973,,LOURDES,CASA CAMALEAO BAR E RESTAURANTE LTDA,CASA CAMALEAO,POINT (-43.94192639 -19.93151869),Não
266678,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",20-08-2020,NÃO,DOS ANDRADAS,367,LOJA 113,CENTRO,JOSE GONCALO ELIAS 13301454615,JOSE GONCALO ELIAS 13301454615,POINT (-43.93462203 -19.91819558),Não
360690,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",09-08-2022,NÃO,MARQUES DE LAVRADIO,12,,JOAO PINHEIRO,ANA LUCRECIA SOUSA 14248777681,BOTECO RAIZ BH,POINT (-43.99955268 -19.92429871),Não
414920,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",14-08-2023,NÃO,PAULO FRANCA CRUZEIRO,12,,SANTA BRANCA,51.802.003 JOAO VICTOR ANDRADE PIMENTEL GUIMARAES,POKER DO NORTE,POINT (-43.96576338 -19.82978338),Não
